name;street;zip;city
Asklepios Klinikum Uckermark GmbH;Am Klinikum 1;16303;Schwedt/ Oder
Asklepios Schwalm-Eder-;Krankenhausstr. 27;34613;Schwalmstadt
Äskulap Apotheke OHG;Langenfelder Str. 7-9;36433;Bad Salzungen
Äskulap-Apotheke;Forstenrieder Allee 78;81476;München
Äskulap-Apotheke;Friedensstr. 45;38871;Ilsenburg (Harz)
Äskulap-Apotheke;Flach-Fengler-Straße 114;50389;Wesseling
Äskulap-Apotheke im Märk. Zentrum;Senftenberger Ring 7;13439;Berlin
Aston-Apotheke;Kroatenweg 72;39116;Magdeburg
Atlantik-Apotheke;Grindelallee 106;20146;Hamburg
Atlas-Apotheke OHG;Hauptstr. 11;71034;Böblingen
Atrium-Apotheke;Moerser Str. 238-240;47198;Duisburg
Atrium-Apotheke;Wallstr. 3;45468;Mülheim an der Ruhr
Auen-Apotheke;Würzburger Str. 74;98529;Suhl
Auenwald-Apotheke;Talstr. 4;71549;Auenwald
Aufderhöher-Apotheke;Löhdorfer Str. 319;42699;Solingen
Augusta-Apotheke;Gumbertstr. 135;40229;Düsseldorf
Augusta-Apotheke;Augustastr. 31;47198;Duisburg
Augustiner-Apotheke;Martinstr. 16-20;50667;Köln
August-Petermann-Apotheke;Lindenstr. 15;99752;Bleicherode
Augustus-Apotheke;Langenbeckstrasse 4;55131;Mainz
Augustus-Apotheke;Gerichtsstr. 1;01069;Dresden
Aukamm-Apotheke;Aukammallee 33;65191;Wiesbaden
Aukamm-Apotheke KHV;Kloppenheimer Weg 11;65191;Wiesbaden
Aurachtal Apotheke;Bamberger Str. 34;96135;Stegaurach
Aurachtal-Apotheke;Bamberger Str. 34;96135;Stegaurach
Ausbüttel's Apotheke im EKS;Gleiwitzstr. 273;44328;Dortmund
Auxilia-Apotheke;Prerower Platz 4;13051;Berlin
Aventinus Apotheke;Straubinger Str. 2;93326;Abensberg
avesana Zwingli-Apotheke;Zwinglistr. 40;01277;Dresden
AVIE Apotheke am famila;Markt 5;27777;Ganderkesee
AVIE Apotheke im Real;Schleefstr. 15;44287;Dortmund
AVIE Dever-Park-Apotheke;Deverweg 39-45;26871;Papenburg
AVIE Eichholz-Apotheke;Eichholzstr. 34;44289;Dortmund
AVIE Odenwald-Apotheke;Marktstr. 5;64401;Groß-Bieberau
AVIE St. Barbara-Apotheke;Saarbrücker Str. 81;66299;Friedrichsthal
AVIE Stadt-Apotheke;Hauptstr. 37;91732;Merkendorf
AVIE Stern-Apotheke;Turmhof 4;42103;Wuppertal
AVIE-Apotheke;Poststr. 1;66450;Bexbach
Avie-Apotheke im Medio-Center;Elsa-Brandström-Str. 7;58675;Hemer
AVIE-Apotheke im Real;Poststr. 1;66450;Bexbach
AVIE-Apotheke Neuwied;Heddesdorfer Str. 11;56564;Neuwied
Bacchus-Apotheke;Oberstr. 30;55422;Bacharach
Bacchus-Apotheke;Raiffeisenstr. 1;54340;Leiwen
Bach-Apotheke;Karl-Liebknecht-Str. 141;04275;Leipzig
Bad Apotheke im Paracelsushaus;Freiburger Str. 20;79189;Bad Krozingen
Bad-Apotheke;Parkstr. 55;32805;Horn-Bad Meinberg
Bad-Apotheke;Badstr. 67;13357;Berlin
Bad-Apotheke;Frankfurter Str. 29;49214;Bad Rothenfelde
Bad-Apotheke;Markt 8;06246;Bad Lauchstädt
Bad-Apotheke;Bahnhofstr. 23;79189;Bad Krozingen
Baerler-Apotheke;Grafschafter Straße 32;47199;Duisburg
Bahnhof Apotheke;Seligenthaler Str. 60;84034;Landshut
Bahnhof-Apotheke;Bahnhofstr. 1;37520;Osterode am Harz
Bahnhof-Apotheke;Bahnhofstr. 1;32756;Detmold
Bahnhof-Apotheke;Bahnhofstr. 11;74354;Besigheim
Bahnhof-Apotheke;Carl-August-Allee 14;99423;Weimar
Bahnhof-Apotheke;Hauptstr. 91;82380;Peißenberg
Bahnhof-Apotheke;Hindenburgstr. 4;57072;Siegen
Bahnhof-Apotheke;Bahnhofstr. 10;84453;Mühldorf a. Inn
Bahnhof-Apotheke;Konrad-Adenauer-Str. 88;67731;Otterbach
Bahnhof-Apotheke;Bahnhofplatz 1;55116;Mainz
Bahnhof-Apotheke;Bahnhofstr. 17;71638;Ludwigsburg
Bahnhof-Apotheke;Lochhauser Str. 3;82178;Puchheim
Bahnhof-Apotheke;Bahnhofstr. 35;29640;Schneverdingen
Bahnhof-Apotheke;Bahnhofstr. 12;87435;Kempten (Allgäu)
Bahnhof-Apotheke;Hauptstr. 38;78647;Trossingen
Bahnhof-Apotheke;Antoniterstr. 36;65929;Frankfurt a.M.
Bahnhof-Apotheke;Bahnhofstr. 26a;53783;Eitorf
Bahnhof-Apotheke;Bahnhofstr. 8;78333;Stockach
Bahnhof-Apotheke;Bahnhofstr. 4;34346;Hann. Münden
Bahnhof-Apotheke;Kölner Str. 7;53902;Bad Münstereifel
Bahnhof-Apotheke;Dr.-C.-Otto-Str. 121;44879;Bochum
Bahnhof-Apotheke;Bahnhofplatz 10;82481;Mittenwald
Bahnhof-Apotheke;Stresemannstr. 1;37269;Eschwege
Bahnhof-Apotheke;Weinstraße 6;74354;Besigheim
Bahnhof-Apotheke;Kurfürstenstr. 2c;54516;Wittlich
Bahnhof-Apotheke;Ludwigstr. 2;63739;Aschaffenburg
Bahnhof-Apotheke;Tübinger Str. 1;72108;Rottenburg am Neckar
Bahnhof-Apotheke;Bahnhofstr. 49;86381;Krumbach (Schwaben)
Bahnhof-Apotheke;Bahnhofstr. 7;86825;Bad Wörishofen
Bahnhof-Apotheke;Bahnhofsplatz 7;69412;Eberbach
Bahnhof-Apotheke am Klinikum;Robert-Weixler-Str. 48a;87439;Kempten (Allgäu)
Bahnhof-Apotheke OHG;Bahnhofstr. 21;82377;Penzberg
Bahnhof-Apotheke Pasing;Pasinger Bahnhofsplatz 1;81241;München
Baldenau-Apotheke;Bahnhofstr. 10;54497;Morbach
Baltic-Apotheke;Königstr. 2;23730;Neustadt in Holstein
Baltic-Apotheke;Am Seefischmarkt 1;24148;Kiel
Baltic-Apotheke;Schweriner Str. 24;23970;Wismar
Barbara-Apotheke;Jülicher Str. 173;52249;Eschweiler
Barbara-Apotheke;Venloer Str. 105;50259;Pulheim
Barbara-Apotheke;Annastr. 1;47608;Geldern
Barbara-Apotheke;Bergstr. 213;51519;Odenthal
Barbara-Apotheke;Preußenstr. 73-75;44532;Lünen
Barbara-Apotheke;Lange Str. 32;32139;Spenge
Barbara-Apotheke;Ladenstr. 9-10;14169;Berlin
Barbara-Apotheke;Holtener Str. 195;47167;Duisburg
Barbara-Apotheke;Röttgener Str. 128;53127;Bonn
Barbara-Apotheke;Aktienstr. 277;45473;Mülheim an der Ruhr
Barbara-Apotheke;Josefstr. 5;49497;Mettingen
Barbara-Apotheke;Moritz-Seebeck-Allee 14;98617;Meiningen
Barbara-Apotheke OHG;Bahnhofstr. 32;50169;Kerpen
Barbarossa Apotheke;Mühlenbachstr. 10;53489;Sinzig
Bären - Apotheke;Eichenstr. 8;73037;Göppingen-Ursenwang
Bären Apotheke;Kreisstr. 59-61;59379;Selm
Bären Apotheke;Sudetenstr. 1;86551;Aichach
Bären Apotheke;Dalbergstraße 22;36037;Fulda
Bären Apotheke im Breisgau Center;St.-Georgener-Str. 2;79111;Freiburg
Bären-Apotheke;Münsterstr. 30;44534;Lünen
Bären-Apotheke;Bahnhofstr. 3;26441;Jever
Bären-Apotheke;Schelde-Lahn-Str. 43;35239;Steffenberg
Bären-Apotheke;Krefelder Str. 1;47918;Tönisvorst
Bären-Apotheke;Ludgeristr. 67;59379;Selm
Bären-Apotheke;Volmestr. 109;58515;Lüdenscheid
Bären-Apotheke;Knechtstedener Str. 39;41540;Dormagen
Bären-Apotheke;Rosenhügeler Str. 2a;42859;Remscheid
Bären-Apotheke;An der Mühle 12;59394;Nordkirchen
Bären-Apotheke;Tizianplatz 37;64546;Mörfelden-Walldorf
Bären-Apotheke;Hindenburgstr. 20;71083;Herrenberg
Bären-Apotheke;Friedrich-Ebert-Str. 35;45468;Mülheim an der Ruhr
Bären-Apotheke;Hauptstr. 188;79576;Weil am Rhein
Bären-Apotheke;Marktplatz 5;85567;Grafing b. München
Bären-Apotheke;Bahnhofstr. 42;86316;Friedberg
Bären-Apotheke;Am Herrenwingert 6;53347;Alfter
Bären-Apotheke;Bahnhofstr. 25;73630;Remshalden
Bären-Apotheke;Bahnhofstr. 46;59199;Bönen
Bären-Apotheke;Bahnhofstr. 75;45879;Gelsenkirchen
Bären-Apotheke;Kaiserstr. 41;42477;Radevormwald
Bären-Apotheke;Keßlergasse 14;97421;Schweinfurt
Bären-Apotheke;Marburger Str. 2;35088;Battenberg (Eder)
Bären-Apotheke;Zechenstr. 8;59425;Unna
Bären-Apotheke;Karl-Kegel-Str. 69;09599;Freiberg
Bären-Apotheke;Hohensteiner Str. 36;09366;Stollberg/Erzgeb.
Bären-Apotheke;Dietrich-Bonhoeffer-Str. 4;49661;Cloppenburg
Bären-Apotheke;Neuhofstr. 2;86687;Kaisheim
Bären-Apotheke;Friedrichstr. 44;88045;Friedrichshafen
Bären-Apotheke;Neustr. 1A;59348;Lüdinghausen
Bären-Apotheke;Bauschstr. 16;73079;Süßen
Bären-Apotheke;Bahnhofstraße 18;88069;Tettnang
Bären-Apotheke;Hauptstr. 25;29643;Neuenkirchen
Bären-Apotheke;Schwartauer Landstr. 4;23554;Lübeck
Bären-Apotheke;Lindenallee 13;41751;Viersen
Bären-Apotheke;Bahnhofstr. 46b;59199;Bönen
Bären-Apotheke;Winterbergstr. 59;01237;Dresden
Bären-Apotheke;Hauptstr. 29;56472;Hof
Bären-Apotheke;Bahnhofstr. 47;90522;Oberasbach
Bären-Apotheke;Bahnhofstr. 3;59469;Ense-Niederense
Bären-Apotheke;Landshuter Straße 8;84051;Essenbach
Bären-Apotheke;Aybühlweg 36;87435;Kempten
Bären-Apotheke;Hauptstr. 51;69427;Mudau
Bären-Apotheke;Alleestr. 94;42853;Remscheid
Bären-Apotheke;Bahnhofstr. 25-27;73630;Remshalden
Bären-Apotheke;Veerßer Str. 40;29525;Uelzen
Bären-Apotheke am Anger;Angerstr. 34;94227;Zwiesel
Bären-Apotheke am E-Center;Hessenring 25;47906;Kempen
Bären-Apotheke am Karl-Marx-Platz;Karl-Marx-Str. 188;12043;Berlin
Bären-Apotheke am Markt;Neumarkt 3;45711;Datteln
Bären-Apotheke am Rathaus;Fontainestr. 4;33378;Rheda-Wiedenbrück
Bären-Apotheke am Theater;Elberfelder Str. 51;58095;Hagen
Bären-Apotheke an der Basilika;Walburgisstr. 52;59457;Werl
Bären-Apotheke im Helvetia Parc;Helvetiastr. 5;64521;Groß-Gerau
Bären-Apotheke im Real;Rudolf-Diesel-Str. 7;46485;Wesel
Bären-Apotheke in der;Johann-Wilhelm-Lindlar-Str. 12-14;51465;Bergisch Gladbach
Bären-Apotheke in der;Johann-Wilhelm-Lindlar-Str. 12;51465;Bergisch Gladbach
Bären-Apotheke Neumühl;Lehrerstr. 5-7;47167;Duisburg
Bären-Apotheke Wilkau-Haßlau;Zwickauer Str. 37;08112;Wilkau-Haßlau
Bären-Apotheke-Lengfeld;Werner-von-Siemens-Str. 100;97076;Würzburg
Bärenkeller-Apotheke;Lerchenweg 65;86156;Augsburg
Bärliner-Apotheke Marzahn;Havemannstr. 24;12689;Berlin
Batzenberg-Apotheke;Basler Str. 82;79227;Schallstadt
Bauerberg-Apotheke;Horner Landstr. 200;22111;Hamburg
Baumschulen-Apotheke;Friedrichstr. 1a;25469;Halstenbek
Bavaria-Apotheke;Robert-Stolz-Str. 33;67433;Neustadt an der Weinstraße
Bavaria-Apotheke OHG;Ansbacher Str. 53;10777;Berlin
Bavier-Apotheke;Bavierstr. 1;40699;Erkrath
Bayertor-Apotheke;Weilheimer Str. 9;86899;Landsberg am Lech
Beethoven Apotheke;Häherweg 1;81827;München
Beethoven-Apotheke;Marktstr. 108;76829;Landau
Beethoven-Apotheke;Gebrüder-Asam-Str. 8;94501;Aldersbach
Behring-Apotheke;Grevener Str. 169;48159;Münster
Behring-Apotheke;Am Richtsberg 68;35039;Marburg
Benedikten-Apotheke;Unterfeldstr. 1;82496;Oberau
Berchelmann'sche-Apotheke;Eberstädter Str. 63;64319;Pfungstadt
Berg Apotheke;Braunschweiger Str. 33b;38518;Gifhorn
Berg-Apotheke;Meißener Str. 19;32457;Porta Westfalica
Berg-Apotheke;Hauptstr. 29;30974;Wennigsen (Deister)
Berg-Apotheke;Am Ring 18;06526;Sangerhausen
Berg-Apotheke;Steeler Str. 184;45138;Essen
Berg-Apotheke;Hauptstr. 11;38704;Liebenburg
Bergische Apotheke;Kaiserstr. 106;42477;Radevormwald
Bergische Apotheke;Hauptstr. 44-46;53804;Much
Bergische-Apotheke;Düsseldorfer Str. 13;42697;Solingen
Bergische-Apotheke;Essener Str. 12-14;45529;Hattingen
Bergische-Apotheke;Handstr. 281;51469;Bergisch Gladbach
Bergische-Apotheke OHG;Kölner Str. 74;42897;Remscheid
Berglen-Apotheke;Beethovenstr. 29;73663;Berglen
Bergring-Apotheke;Poggestr. 8;17166;Teterow
Bergsche Apotheke;Kirchheimer Str. 97;73249;Wernau
Bergsee-Apotheke;Bahnhofplatz 1;79713;Bad Säckingen
Berg-und Hütten-Apotheke;Friedrich-Ebert-Str. 176;47179;Duisburg
Berkel-Apotheke;Josefstr. 41;48703;Stadtlohn
Berliner Bär Apotheke;Zachertstr. 75;10315;Berlin
Berliner Bär-Apotheke;Dahlemer Ring 15;22045;Hamburg
Berliner-Apotheke;Friedrich-Ebert-Str. 71;34119;Kassel
Berliner-Apotheke KHV;Friedrich-Ebert-Str. 71;34119;Kassel
Bernhardus-Apotheke;Rheinstr. 9;76532;Baden-Baden
Bero-Apotheke;Concordiastr. 32;46049;Oberhausen
Berta-Apotheke;Olper Str. 111;51491;Overath
besamex wir leben-Apotheken;Im Hollandshagen 1-3;21436;Marschacht
Betz'sche Apotheke;Hauptstr. 37;74423;Obersontheim
Beyl'sche Apotheke OHG;Kasseler Str. 61;34308;Bad Emstal
Beyl'sche Apotheke OHG;Untere Str. 45;34311;Naumburg
Bezirkskliniken Mittelfranken;Am Europakanal 71;91056;Erlangen
Bezirkskliniken Schwaben (KU);Lindenallee 2;89312;Günzburg
BG Klinikum Unfallkrankenhaus gGmbH;Warener Str. 7;12683;Berlin
BG-Unfallklinik Murnau;Professor-Küntscher-Str. 8;82418;Murnau
Biber Apotheke;Rosenheimer Str. 23;83098;Brannenburg
Bienen-Apotheke;Alsterdorfer Str. 205;22297;Hamburg
Bienen-Apotheke;Husener Str. 50;44319;Dortmund
Bienen-Apotheke Giesing;Giesinger Bahnhofplatz 2;81539;München
Bienen-Apotheke Gräfelfing;Bahnhofstr. 90;82166;Gräfelfing
Bienen-Apotheke Laimer Platz;Fürstenrieder Str. 62;80686;München
Bienenberg-Apotheke;Hauptstr. 44;79364;Malterdingen
Bihlplatz-Apotheke;Böblinger Str. 164;70199;Stuttgart
Bindergass Apotheke;Theresienplatz 2;90403;Nürnberg
biocon-Apotheke;Weinmarkt 5;87700;Memmingen
Birken-Apotheke;Römersteinstr. 4;72766;Reutlingen
Birken-Apotheke;Wittgensteiner Str. 19;35094;Lahntal
Birken-Apotheke;August-Krogmann-Str. 129;22159;Hamburg
Birken-Apotheke;Hohenstaufenring 59;50674;Köln
Birkenwald-Apotheke;Dombühler Str. 8;90449;Nürnberg
Birther-Apotheke;Birther Str. 2d;42549;Velbert
Bismarck-Apotheke;Warrington-Platz 18;40721;Hilden
Blankenburg-Apotheke;Blankenburgstr. 12a;46483;Wesel
Blasberg-Apotheke;Mürwiker Str. 89;24943;Flensburg
Blies Apotheke;Wilhelmstr. 6;66538;Neunkirchen
Blue Marlin Apotheke;Fetscherstr. 29;01307;Dresden
Blumen-Apotheke;Glanstr. 19;66901;Schönenberg-Kübelberg
Blumen-Apotheke;Leinenweberstr. 9;66955;Pirmasens
Blumen-Apotheke;Hauptstr. 3;56237;Nauort
Blumenau-Apotheke;Terofalstr. 4;80689;München
Blumenthaler Apotheke;Weserstrandstr. 9;28779;Bremen
Blüten-Apotheke;Wuppertalstr. 1;51381;Leverkusen
Bodan-Apotheke;Alter Wall 11;78467;Konstanz
Bodden-Apotheke;Waldstr. 6;17509;Lubmin
Bodden-Apotheke;Waldstr. 6a;17509;Lubmin
Bodensee-Apotheke;Ehlersstr. 17;88046;Friedrichshafen
Böllensee-Apotheke;Wilhelm-Sturmfels-Str. 18;65428;Rüsselsheim
Bollwerk-Apotheke OHG;Kälkstr. 22-24;53879;Euskirchen
Bollwerk-Apotheke OHG;Kälkstr. 20 - 22;53879;Euskirchen
Bonifatius-Apotheke;Ringstr. 37;37281;Wanfried
Bonifatius-Apotheke;Schützenheimweg 21;93049;Regensburg
Bonifatius-Apotheke;Freiheitsstr. 45;46284;Dorsten
Born-Apotheke;Kroonhorst 9a;22549;Hamburg
Born-Apotheke;Hofackerstr. 11;35274;Kirchhain
Bornheim-Apotheke;Im Prüfling 21-25;60389;Frankfurt am Main
Borwich-Apotheke;Roman-Zeller-Platz 10;22457;Hamburg
Boxberger-Apotheke;Untere Marktstr. 12;97688;Bad Kissingen
Brahms-Apotheke;Diesterwegstr. 33c;25421;Pinneberg
Bramfelder Apotheke;Bramfelder Chaussee 187;22177;Hamburg
Brandenburger Apotheke OHG;Brandenburger Str. 24;95448;Bayreuth
Brandes'sche Apotheke;Am Markt 38;32105;Bad Salzuflen
Braunland-Apotheke;Haslacher Weg 77;89075;Ulm
Braunsfelder-Apotheke;Aachener Str. 557a;50933;Köln
Breisgau-Apotheke;Alemannenstr. 2a;79331;Teningen
Breitenbach-Apotheke;Forchheimer Str. 27;91320;Ebermannstadt
Brenz-Apotheke;Lange Str. 9;89542;Herbrechtingen
Brenztal-Apotheke;Brenzer Str. 29;89567;Sontheim an der Brenz
Bresges-Apotheke;Düsseldorfer Str. 77;40667;Meerbusch
Brigach-Apotheke;Marbacher Str. 21;78086;Brigachtal
Brigitten-Apotheke;Steglitzer Damm 29;12169;Berlin
brocks´sche Apotheke;Borsigallee 26;60388;Frankfurt am Main
brockssche Apotheke;Borsigallee 26;60388;Frankfurt am Main
Brocks'sche Apotheke;Berger Str. 38;60316;Frankfurt am Main
Bröltal-Apotheke OHG;Brölstr. 6;53809;Ruppichteroth
Brücken-Apotheke;Brückenstr. 1;34346;Hann. Münden
Brücken-Apotheke;Friedberger Str. 132 1/2;86163;Augsburg
Brücken-Apotheke;Bahnstr. 32;56841;Traben-Trarbach
Brücken-Apotheke;Friedrich-Ebert-Platz 2;36266;Heringen (Werra)
Brücken-Apotheke;Seckenheimer Hauptstr. 143;68239;Mannheim
Brücken-Apotheke;Hauptkanal links 46;26871;Papenburg
Brücken-Apotheke;Wibilostr. 16;66540;Neunkirchen
Brücken-Apotheke;Hindenburgring Süd 2;97318;Kitzingen
Brücken-Apotheke;Heinrichsdamm 6;96047;Bamberg
Brücken-Apotheke;Dieskaustr. 220;04249;Leipzig
Brücken-Apotheke;Dielfestr. 2;57234;Wilnsdorf
Brücken-Apotheke;Brückenstr. 7-9;07973;Greiz
Brücken-Apotheke;Dielfestr. 2a;57234;Wilnsdorf
Brüder-Grimm-Apotheke;Brüder-Grimm-Str. 119;36396;Steinau
Brunnen Apotheke;Am Römer 1;64319;Pfungstadt
Brunnen Apotheke;Memminger Str. 19;89287;Bellenberg
Brunnen-Apotheke;Frankfurter Str. 26;64807;Dieburg
Brunnen-Apotheke;Mannheimer Str. 16;67098;Bad Dürkheim
Brunnen-Apotheke;Bleichstr. 26;65183;Wiesbaden
Brunnen-Apotheke;An der Promenade 4;97708;Bad Bocklet
Brunnen-Apotheke;August-Bebel-Str. 55-59;97297;Waldbüttelbrunn
Brunnen-Apotheke;Am Bahnhof 8;66265;Heusweiler
Brunnen-Apotheke;Sankt Annen Str. 6;49624;Löningen
Brunnen-Apotheke;Heilbronner Str. 60;74211;Leingarten
Brunnen-Apotheke;Hauptstr. 63;76327;Pfinztal
Brunnen-Apotheke;Marktplatz 14;95359;Kasendorf
Brunnen-Apotheke;Bahnhofstr. 3;95473;Creußen
Brunnen-Apotheke;Bahnhofstr. 73;82269;Geltendorf
Brunnen-Apotheke;Lange Str. 58;76307;Karlsbad
Brunnen-Apotheke;Lange Str. 119;33014;Bad Driburg
Brunnen-Apotheke;Hochstr. 22;94405;Landau a.d.Isar
Brunnen-Apotheke;Hagener Str. 44-46;58642;Iserlohn
Brunnen-Apotheke;Weidener Str. 7;92685;Floß
Brunnen-Apotheke;Rendsburger Str. 50a;24787;Fockbek
Brunnen-Apotheke;Kurt-Schumacher-Allee 42;47445;Moers
Brunnen-Apotheke;Erfurter Str. 72;99095;Erfurt
Brunnen-Apotheke;Kopernikusstr. 32;14482;Potsdam
Brunnen-Apotheke;Bahnhofstr. 10;31542;Bad Nenndorf
Brunnen-Apotheke;Hauptstr. 44;53604;Bad Honnef
Brunnen-Apotheke;Stuttgarter Str. 14;71144;Steinenbronn
Brunnen-Apotheke;Markt 20b;17335;Strasburg (Uckermark)
Brunnen-Apotheke;Landgrafenstr. 50;53842;Troisdorf
Brunnen-Apotheke am Saupurzel;Am Tiefen Weg 2;97753;Karlstadt
Brunnen-Apotheke im Teldec Park;Niedernstr. 3;24589;Nortorf
Brünnle-Apotheke;Kastelweg 2/1;76437;Rastatt
Büble-Apotheke;Hochstr. 1a;86399;Bobingen
Buchen-Apotheke;Friedrich-von-Flotow-Ring 15;18190;Sanitz
Buchen-Apotheke;Kesselstädter Str. 10;63454;Hanau
Buchen-Apotheke Porzelt OHG;Sendelbacher Str. 7a;97816;Lohr a. Main
Buchen-Apotheke Porzelt OHG;Sendelbacher Str. 7a;97816;Lohr
Buchheimer-Apotheke;Frankfurter Str. 92;51065;Köln
Buchner-Apotheke;Roderbruchmarkt 20;30627;Hannover
Budni-Partner-Apotheke Barmbek;Fuhlsbüttler Str. 107-109;22305;Hamburg
BUDNI-Partner-Apotheke Ochsenzoll;Langenhorner Chaussee 666;22419;Hamburg
Burg Apotheke;Frühlingstraße 2;92648;Vohenstrauss
Burg Apotheke;Bocholder Str. 158;45355;Essen
Burg Apotheke Bauerfeind;Kirchstr. 14-16;58762;Altena
Burg Apotheke Endenich OHG;Erich-Hoffmann-Str. 10;53121;Bonn
Burg-Apotheke;Bismarckstr. 17;98587;Steinbach-Hallenberg
Burg-Apotheke;Hofweg 98;22085;Hamburg
Burg-Apotheke;Dr.-Wirtz-Str. 1-3;53804;Much
Burg-Apotheke;Bützower Str. 2-4;19417;Warin
Burg-Apotheke;Bergisch Gladbacher Str. 408;51067;Köln
Burg-Apotheke;Burgstr. 28;97980;Bad Mergentheim
Burg-Apotheke;Blaufärbergasse 4;59348;Lüdinghausen
Burg-Apotheke;Burgstr. 2;37647;Polle
Burg-Apotheke;Bahnhofstr. 32;69207;Sandhausen
Burg-Apotheke;Laventiestr. 2;58640;Iserlohn
Burg-Apotheke;Burgstr. 4;29439;Lüchow (Wendland)
Burg-Apotheke;Burgstr. 3;06114;Halle (Saale)
Burg-Apotheke;Am Alten Kirchenweg 5;35460;Staufenberg
Burg-Apotheke;Neunaigener Str. 21;92533;Wernberg-Köblitz
Burg-Apotheke;Vor dem Tore 9;37181;Hardegsen
Burg-Apotheke;Wall 26;42103;Wuppertal
Burg-Apotheke;Darmstädter Str. 186;64625;Bensheim
Burg-Apotheke;Lange Str. 43-45;37139;Adelebsen
Burg-Apotheke;Osterstr. 1;49661;Cloppenburg
Burg-Apotheke;Große Str. 8;27299;Langwedel
Burg-Apotheke;Ansbacher Str. 15;91595;Burgoberbach
Burg-Apotheke;Willmuthstr. 21-23;53332;Bornheim
Burg-Apotheke;Oldenburger Str. 234;26203;Wardenburg
Burg-Apotheke;Seilbahnstr. 8;53505;Altenahr
Burg-Apotheke;Hauptstr. 18;26789;Leer (Ostfriesland)
Burg-Apotheke;Steinweg 2;34471;Volkmarsen
Burg-Apotheke;Dr.-Wirtz-Str. 3;53804;Much
Burg-Apotheke;Sprengerstr. 9;66346;Püttlingen
Burg-Apotheke;Alte Hauptstr. 28;45289;Essen
Burg-Apotheke;Freiheitstr. 23;44581;Castrop-Rauxel
Burg-Apotheke;Breslauer Str. 36;90559;Burgthann
Burg-Apotheke;Mittelstr. 23;46514;Schermbeck
Burg-Apotheke;Heckingstr. 12-14;54439;Saarburg
Burg-Apotheke;Rosenhofstr. 12-14;67677;Enkenbach-Alsenborn
Burg-Apotheke;Burgstr. 2;49448;Lemförde
Burg-Apotheke;Hauptstraße 30a;30982;Pattensen
Burg-Apotheke;Mühlenstr. 16;27254;Siedenburg
Burg-Apotheke;Mühlstraße 2;93339;Riedenburg
Burg-Apotheke Dr. Rüve;Osterstr. 1;49661;Cloppenburg
Burg-Apotheke Henrichenburg;Freiheitstr. 23;44581;Castrop-Rauxel
Burg-Apotheke KHV;Burgstr. 28;97980;Bad Mergentheim
Burg-Apotheke Langwedel OHG;Große Str. 8;27299;Langwedel
Burg-Apotheke OHG;Frühlingstraße 2;92648;Vohenstrauss
Burg-Apotheke Pilz;Pastorsgasse 20;41199;Mönchengladbach
Burgdammer-Apotheke;Bremerhavener Heerstr. 11;28717;Bremen
Busch Apotheke Brake;Braker Str. 69;33729;Bielefeld
Buschdorfer-Apotheke;Friedlandstr. 9;53117;Bonn
Bußmanns Hansa-Apotheke;Ostbredenstr. 79;59229;Ahlen
Butendorfer Apotheke Petri;Horster Str. 137;45968;Gladbeck
Calenberger Apotheke;Ronnenberger Str. 18;30952;Ronnenberg
Calendula-Apotheke;Alter Markt 1;66287;Quierschied
Campus-Apotheke am EK Unna;Falkstr. 4;59423;Unna
Campus-Apotheke OHG;Bajuwarenstr. 7;85435;Erding
Carat-Apotheke;Teucheler Weg 2;06886;Lutherstadt Wittenberg
Caritas Krankenhaus St. Josef;Landshuter Str. 65;93053;Regensburg
Carl-Duisberg-Apotheke;Am Klösterchen 6;51375;Leverkusen
Carmeliter-Apotheke;Wilhelm-Leuschner-Str. 10;67547;Worms
Carola-Apotheke;Oberfrohnaer Str. 70;09117;Chemnitz
Carolus-Apotheke;Dr.-Gerbl-Str. 9;86916;Kaufering
Carolus-Apotheke;Rheinstr. 47;55218;Ingelheim am Rhein
Carré Apotheke;Hauptkanal links 79-81;26871;Papenburg
Carré-Apotheke;Hauptkanal links 79-81;26871;Papenburg
Castell-Apotheke;Hauptstr. 8;63811;Stockstadt a. Main
Castor-Apotheke OHG;Castorstr. 27;56253;Treis-Karden
Center Apotheke im Kaufland;Eichstätter Str. 29;91781;Weißenburg
Center-Apotheke;Aachener Str. 1253;50858;Köln
Center-Apotheke;Wilhelm-Becker-Str. 15;75179;Pforzheim
Center-Apotheke;Glogauer Str. 30-38;90473;Nürnberg
Center-Apotheke;Friedrichsfelder Str. 32;46562;Voerde (Niederrhein)
Center-Apotheke;Anton-Limbach-Str. 1;53567;Asbach
Central Apotheke;Bahnstr. 51;61449;Steinbach (Taunus)
Central Apotheke international;Leonberger Str. 108;71229;Leonberg
Central-Apotheke;Hauptstr. 108;74889;Sinsheim
Central-Apotheke;Unter den Ulmen 12;47137;Duisburg
Central-Apotheke;Hauptstr. 28;76571;Gaggenau
Central-Apotheke;St. Ilgener Str. 1;69181;Leimen
Central-Apotheke;Frankfurter Str. 20;38729;Lutter am Barenberge
Central-Apotheke;Marktstr. 17;72108;Rottenburg am Neckar
Central-Apotheke;Jahnstr. 7;35452;Heuchelheim
Central-Apotheke;Obere Vorstadtstr. 3;74731;Walldürn
Central-Apotheke am;Zehntgasse 1;73207;Plochingen
Centralapotheke am Hundertwasserbau;Zehntgasse 1;73207;Plochingen
Central-Apotheke Hockenheim;Karlsruher Str. 11;68766;Hockenheim
